customer_id,year,gender,month,total_spent_for_category,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123,B124,B125,weekend_amount_spent,Num_of_weekend_visits,total_amount_spent,total_num_of_visits,birth_year
173333,2019,female,12,1510.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13766.0,4,16861.46,6,3924.0
173715,2019,female,12,13014.63,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,16592.0,24,141543.19999999998,72,15904.0
173801,2019,male,12,3673.5299999999997,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,600.0,0,138812.94,36,11808.0
173880,2019,male,12,27807.99,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,533328.7400000002,70,689244.9200000002,154,27622.0
173985,2019,male,12,5130.21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,32983.26,12,32983.26,12,11826.0
174193,2019,female,12,88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0,188.5,1,1988.0
174498,2019,female,12,9636.810000000001,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,40817.53,26,221485.03,78,25376.0
174676,2019,female,12,21475.23,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,178666.26,51,527843.54,153,33507.0
174800,2019,female,12,165.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509.78,3,31049.62,9,1990.0
174814,2019,female,12,7329.78,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,57675.99999999999,20,92957.2,30,0.0
174861,2019,female,12,8125.500000000001,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1000.0,0,129295.0,40,19690.0
174979,2019,female,12,4708.86,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,13100.0,8,63091.76,16,15648.0
175028,2019,female,12,26850.690000000002,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,55074.31999999999,28,729452.7800000001,126,27706.0
175381,2019,male,12,8825.7,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,93445.3,50,163889.50000000003,110,19700.0
175408,2019,male,12,4656.0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17700.0,18,46482.0,24,11856.0
176102,2019,male,12,1471.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4714.5,3,4714.5,3,5928.0
176324,2019,male,12,43808.26,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,438912.60000000015,75,887245.7999999997,270,29190.0
176341,2019,female,12,10211.82,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,137556.6,30,241774.80000000008,60,29790.0
176452,2019,male,12,450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,550.0,1,1964.0
176552,2019,male,12,17558.89,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,102513.17999999998,56,506961.83999999997,308,27286.0
176553,2019,female,12,667.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2675.0,2,7853.18,4,3952.0
176564,2019,female,12,1725.12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1888.48,4,11578.48,12,7848.0
176602,2019,female,12,9458.7,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1200.0,0,151874.4,36,23460.0
176731,2019,female,12,23269.68,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,318036.94,65,571351.69,130,25844.0
176793,2019,female,12,3184.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14874.060000000001,3,14874.060000000001,3,5826.0
176911,2019,male,12,2160.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8625.27,3,8625.27,3,5940.0
177087,2019,male,12,2388.0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,22365.92,16,25568.0,24,15848.0
177364,2019,female,12,20990.2,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,116858.88000000002,24,376543.56,60,23556.0
177486,2019,female,12,13584.57,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,207170.64,24,429181.1999999999,60,23352.0
177650,2019,female,12,11326.73,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,42274.00000000001,40,162828.20000000004,110,19490.0
177698,2019,female,12,9489.83,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,22944.0,24,182938.31999999995,60,23628.0
177757,2019,female,12,10741.5,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,285572.56,13,287486.67999999993,26,25506.0
178114,2019,female,12,1609.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2595.0,3,11959.5,6,5901.0
178198,2019,male,12,37331.82,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,383804.2399999999,102,1076829.4700000004,374,33252.0
178286,2019,male,12,5488.5,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,20218.5,18,121551.38999999996,72,17712.0
178374,2019,female,12,12775.1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,106344.83999999998,56,253996.25999999998,196,27314.0
178541,2019,male,12,18134.26,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,133335.45,45,250505.46,90,17712.0
178602,2019,female,12,587.97,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6363.88,4,6363.88,4,7892.0
178742,2019,female,12,5937.42,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,33449.6,10,47474.6,15,9865.0
178744,2019,female,12,17017.94,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,164590.16,168,503096.16000000003,476,27538.0
178944,2019,female,12,30170.35,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,228179.09999999992,136,794698.4899999998,425,33422.0
179250,2019,female,12,24427.0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,416637.19000000006,136,623515.46,221,33626.0
179494,2019,female,12,22340.04,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,323986.2400000001,80,572585.92,240,31664.0
179560,2019,male,12,1665.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300.0,0,5762.1,6,5964.0
179665,2019,female,12,9992.279999999999,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,43780.6,70,129272.8,240,19740.0
179992,2019,female,12,2062.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387.5,1,2387.5,1,1992.0
180155,2019,male,12,40749.0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,516969.14999999985,60,994942.0499999997,180,29325.0
180344,2019,female,12,7516.879999999999,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,46909.62,36,188598.24,72,17829.0
180756,2019,male,12,24915.780000000002,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,550815.5199999998,64,650380.0,112,31728.0
180840,2019,male,12,3278.91,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,600.0,0,34737.54,18,11838.0
180851,2019,female,12,15645.93,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,92653.98999999996,52,306557.2900000001,117,25519.0
181017,2019,female,12,12307.47,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,136243.25,11,226466.24,66,21758.0
181387,2019,female,12,4144.47,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,35609.12,8,35609.12,8,15800.0
181702,2019,male,12,88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4451.14,1,4451.14,1,1983.0
181822,2019,female,12,33780.09,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,527774.4000000001,75,643583.9999999999,135,29835.0
181834,2019,male,12,3167.54,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,23934.799999999996,16,49911.12,32,15856.0
181981,2019,male,12,11863.58,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,119237.43000000001,65,303022.58999999997,169,25402.0
182008,2019,female,12,2912.4500000000003,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,42600.7,20,59224.499999999985,40,19710.0
182371,2019,male,12,38873.39,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,183424.02000000008,39,1039358.9699999997,208,25506.0
182401,2019,male,12,38351.67,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,537730.3500000001,75,1336926.3,255,29700.0
182510,2019,female,12,870.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35848.69,5,89128.42,17,1982.0
182891,2019,female,12,1273.32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,400.0,0,11709.28,12,7868.0
183292,2019,male,12,2164.98,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,22992.0,6,32750.879999999997,24,11754.0
183981,2019,male,12,2191.59,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,3704.0,5,17459.45,10,9885.0
183996,2019,male,12,4784.85,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,89681.1,30,105908.1,36,11838.0
183998,2019,male,12,22983.35,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,92628.96999999997,49,200748.31000000006,105,13755.0
184311,2019,male,12,16225.469999999998,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,248686.08000000005,48,443300.4800000001,80,31424.0
184374,2019,male,12,24542.05,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,100408.9,50,318306.0,90,19550.0
184431,2019,female,12,10747.17,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,173657.63999999998,12,173657.63999999998,12,23676.0
184441,2019,male,12,2411.79,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,700.0,0,70964.53,49,13783.0
184769,2019,male,12,1054.41,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,34508.3,20,44175.8,35,9840.0
185132,2019,male,12,7827.8,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,15983.0,11,143107.80000000002,55,21857.0
185238,2019,male,12,16960.960000000003,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,33078.76,26,449180.29000000015,143,25688.0
185288,2019,male,12,1503.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4332.54,6,4809.72,12,5850.0
186028,2019,male,12,41238.020000000004,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,378415.5799999999,68,952144.5,255,33728.0
186094,2019,male,12,17228.77,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,114016.62999999998,52,296735.53,143,25506.0
186348,2019,female,12,971.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,200.0,0,4212.62,4,3958.0
186353,2019,female,12,6664.08,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,24997.900000000005,30,99830.8,100,19750.0
186488,2019,female,12,12985.8,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,50978.49999999999,20,214962.99999999997,60,19790.0
186735,2019,female,12,16402.379999999997,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,248518.31999999995,84,316067.16,180,23604.0
187106,2019,female,12,14512.62,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,257115.42999999993,39,392077.26999999996,65,25649.0
187233,2019,female,12,65643.39,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,130351.07000000005,51,1880743.3199999996,289,33473.0
187512,2019,male,12,37383.49,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,771313.1199999998,80,851420.3200000002,96,31536.0
187532,2019,female,12,34980.42,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,273632.80000000005,28,1044981.4200000003,126,27468.0
187598,2019,male,12,12122.09,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,159414.00000000003,135,290859.1499999999,360,29490.0
187717,2019,female,12,9177.87,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,195968.20000000004,20,223871.19999999998,30,19860.0
187937,2019,male,12,17675.43,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,229528.92,72,432003.72,132,23724.0
188033,2019,male,12,25787.870000000003,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,178809.27999999994,80,588551.04,176,31280.0
188052,2019,female,12,4299.48,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,800.0,0,70883.83999999998,16,15864.0
188393,2019,male,12,5981.08,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1000.0,0,182118.90000000002,90,19810.0
188673,2019,male,12,11044.89,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,66881.22,30,68300.34,36,11718.0
188764,2019,male,12,3783.1200000000003,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4887.5,5,31003.1,30,9710.0
189272,2019,male,12,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0,778.0,1,1980.0
189644,2019,female,12,6343.740000000001,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,55547.69,11,101293.94000000003,44,21879.0
189650,2019,male,12,52880.79000000001,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,593334.6000000001,105,1079998.35,165,29655.0
189904,2019,male,12,7166.460000000001,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,24506.399999999998,24,82510.56,48,15688.0
190070,2019,male,12,418.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,518.08,1,518.08,1,1989.0
190155,2019,male,12,583.71,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,300.0,0,5471.13,9,5841.0
190172,2019,female,12,1255.1399999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,400.0,0,7830.64,4,7864.0
190264,2019,female,12,22095.7,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,11475.800000000003,14,585959.9200000002,168,27580.0
190309,2019,male,12,26844.490000000005,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,141715.4,34,809919.7799999997,255,33473.0
190313,2019,female,12,7192.77,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,29072.890000000003,21,78968.89000000001,63,13986.0
190444,2019,male,12,7113.99,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,15998.5,35,138675.67,140,13734.0
190799,2019,male,12,12388.29,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,144515.0,70,295242.36,182,27706.0
190955,2019,male,12,7543.86,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,3745.0,10,177564.4,90,19720.0
191110,2019,female,12,262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,362.5,1,362.5,1,1982.0
191322,2019,female,12,5392.02,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1000.0,0,147165.1,60,19860.0
191347,2019,male,12,13293.079999999998,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,125847.04000000002,64,360760.7999999999,224,31216.0
191539,2019,male,12,6444.78,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,50385.84,6,103267.68,24,11730.0
191617,2019,female,12,84378.19,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1046699.2499999997,75,2433882.7500000005,195,29190.0
191823,2019,female,12,1926.6599999999999,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1500.0,6,32337.96,12,11718.0
192060,2019,male,12,9096.05,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,500.0,0,49470.15,10,9845.0
192259,2019,male,12,360.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,2027.5,1,1975.0
192515,2019,female,12,11222.55,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,23335.0,20,185993.80000000002,70,19760.0
192531,2019,male,12,3808.1400000000003,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,50191.92,6,58939.92,12,0.0
192676,2019,male,12,1095.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,300.0,0,17670.0,9,5946.0
192910,2019,male,12,1682.73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,300.0,0,11509.59,12,5871.0
193129,2019,female,12,2354.2200000000003,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,600.0,0,83450.22,12,11754.0
193461,2019,male,12,7797.54,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,34257.740000000005,22,87532.93999999999,88,21626.0
193916,2019,male,12,10083.21,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,41012.61999999999,33,165993.3,121,21769.0
193960,2019,female,12,4692.75,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,800.0,0,80906.0,24,15656.0
194538,2019,female,12,3899.9700000000003,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1100.0,0,50946.170000000006,33,21846.0
194608,2019,female,12,939.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300.0,0,3117.0,3,5967.0
194666,2019,male,12,9057.18,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,16135.0,10,176539.59999999995,40,19890.0
194694,2019,female,12,23575.410000000003,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1200.0,0,534891.0,24,23448.0
194819,2019,male,12,26951.68,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,157575.33999999997,182,463149.5700000001,546,25402.0
194864,2019,male,12,44698.920000000006,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,116337.12999999998,52,679250.52,182,25363.0
194917,2019,male,12,7220.2,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,25595.800000000003,20,114847.40000000002,80,19810.0
194960,2019,female,12,4208.52,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,48407.35999999999,16,48407.35999999999,16,15632.0
195187,2019,male,12,231.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,646.0,1,1981.0
195290,2019,male,12,4070.7299999999996,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,7335.96,6,60056.34,42,11820.0
195322,2019,male,12,5768.700000000001,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,72307.29999999997,40,135794.8,100,19820.0
195700,2019,female,12,38388.78,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,477331.39999999985,84,1121434.1599999997,182,27412.0
195751,2019,male,12,2370.3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,30506.820000000003,6,30506.820000000003,6,11718.0
195979,2019,male,12,7550.280000000001,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,36316.98,9,253789.02,27,17892.0
196044,2019,male,12,25834.62,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1900.0,0,769133.4899999999,133,37582.0
196682,2019,female,12,23503.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,95125.77999999998,76,608143.0700000003,247,37506.0
196839,2019,male,12,23577.57,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,66719.77,26,517284.8200000001,130,25519.0
196851,2019,male,12,6535.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9816.0,6,57958.92,36,11862.0
197267,2019,female,12,50325.990000000005,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,888371.1999999997,48,1300095.0399999996,192,31344.0
197394,2019,male,12,6266.66,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,20724.48,18,80978.94000000002,63,17712.0
197689,2019,male,12,10094.64,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,169897.63999999998,11,190522.63999999998,22,21736.0
197816,2019,female,12,31130.61,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,514144.0,48,870993.7599999999,144,31392.0
197941,2019,male,12,10992.5,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,60403.31,22,286738.98,132,21659.0
197988,2019,male,12,1702.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1847.0,2,10472.0,4,3946.0
198106,2019,female,12,18382.659999999996,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,240842.56000000003,48,643851.04,224,31632.0
198436,2019,female,12,11746.83,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,26555.84,8,189382.64,56,15704.0
198463,2019,female,12,7957.44,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,85028.64,6,122738.64,12,11802.0
198521,2019,male,12,6242.9,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,56589.84,12,115795.79999999997,48,23736.0
199153,2019,male,12,19511.42,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,304372.77,130,444271.61999999994,325,25480.0
